"shape_id","shape_pt_lat","shape_pt_lon","shape_pt_sequence","shape_dist_traveled"
"Milano Porta Garibaldi-Lecco","45.577974","9.272921","5",""
"Milano Porta Garibaldi-Lecco","45.62383","9.322924","6",""
"Milano Porta Garibaldi-Lecco","45.6530856145483","9.3752011107615","7",""
"Milano Porta Garibaldi-Lecco","45.678552","9.387104","8",""
"Milano Porta Garibaldi-Lecco","45.6949573864427","9.39682330239261","9",""
"Milano Porta Garibaldi-Lecco","45.729175","9.40368","10",""
"Milano Porta Garibaldi-Lecco","45.755504","9.422203","11",""
"Milano Porta Garibaldi-Lecco","45.801726","9.427181","12",""
"Milano Porta Garibaldi-Lecco","45.830896","9.411979","14",""
"Milano Porta Garibaldi-Lecco","45.856403","9.393445","15",""
"Milano Porta Garibaldi-Lecco via Besana","45.484597","9.187596","1",""
"Milano Porta Garibaldi-Lecco via Besana","45.512914","9.214186","2",""
"Milano Porta Garibaldi-Lecco via Besana","45.54131","9.238933","3",""
"Milano Porta Garibaldi-Lecco via Besana","45.577974","9.272921","4",""
"Milano Porta Garibaldi-Lecco via Besana","45.581962","9.284465","5",""
"Milano Porta Garibaldi-Lecco via Besana","45.603386","9.305079","6",""
"Milano Porta Garibaldi-Lecco via Besana","45.621436","9.301225","7",""
"Milano Porta Garibaldi-Lecco via Besana","45.632205","9.298296","8",""
"Milano Porta Garibaldi-Lecco via Besana","45.645565","9.286856","9",""
"Milano Porta Garibaldi-Lecco via Besana","45.658911","9.266808","10",""
"Milano Porta Garibaldi-Lecco via Besana","45.676371","9.252103","11",""
"Milano Porta Garibaldi-Lecco via Besana","45.690366","9.261731","12",""
"Milano Porta Garibaldi-Lecco via Besana","45.702753","9.283037","13",""
"Milano Porta Garibaldi-Lecco via Besana","45.728377","9.279982","14",""
"Milano Porta Garibaldi-Lecco via Besana","45.746202","9.279907","15",""
"Milano Porta Garibaldi-Lecco via Besana","45.763464","9.284894","16",""
"Milano Porta Garibaldi-Lecco via Besana","45.78083","9.301697","17",""
"Milano Porta Garibaldi-Lecco via Besana","45.788924","9.337633","18",""
"Milano Porta Garibaldi-Lecco via Besana","45.821184","9.35935","19",""
"Milano Porta Garibaldi-Lecco via Besana","45.831286","9.35269","20",""
"Milano Porta Garibaldi-Lecco via Besana","45.846465","9.367974","21",""
"Milano Porta Garibaldi-Lecco via Besana","45.856403","9.393445","22",""
"Milano Porta Garibaldi-Saronno","45.484597","9.187596","11",""
"Milano Porta Garibaldi-Saronno","45.512914","9.214186","12",""
"Milano Porta Garibaldi-Saronno","45.54131","9.238933","13",""
"Milano Porta Garibaldi-Saronno","45.577974","9.272921","14",""
"Milano Porta Garibaldi-Saronno","45.606069","9.235468","15",""
"Milano Porta Garibaldi-Saronno","45.620132","9.218321","16",""
"Milano Porta Garibaldi-Saronno","45.646111","9.203005","17",""
"Milano Porta Garibaldi-Saronno","45.64831","9.14044","18",""
"Milano Porta Garibaldi-Saronno","45.631663","9.141807","19",""
"Milano Porta Garibaldi-Saronno","45.629022494514","9.11788796555414","20",""
"Milano Porta Garibaldi-Saronno","45.6272083706864","9.1000531657049","21",""
"Milano Porta Garibaldi-Saronno","45.624713854556","9.07929994406214","22",""
"Milano Porta Garibaldi-Saronno","45.611718","9.0458","23",""
"Milano Porta Garibaldi-Saronno","45.624978","9.03076","24",""
"Milano Rogoredo-Lodi","45.433611","9.239167","18",""
"Milano Rogoredo-Lodi","45.418591","9.253106","19",""
"Milano Rogoredo-Lodi","45.402806","9.272266","20",""
"Milano Rogoredo-Lodi","45.391285","9.286537","21",""
"Milano Rogoredo-Lodi","45.356465","9.3194","22",""
"Milano Rogoredo-Lodi","45.338037","9.361414","23",""
"Milano Rogoredo-Lodi","45.326512","9.402924","24",""
"Milano Rogoredo-Lodi","45.309211","9.497722","25",""
"Milano Rogoredo-Rho","45.433611","9.239167","1",""
"Milano Rogoredo-Rho","45.4594809978797","9.22396965966341","3",""
"Milano Rogoredo-Rho","45.467844","9.217368","4",""
"Milano Rogoredo-Rho","45.475495","9.206114","5",""
"Milano Rogoredo-Rho","45.47882","9.197123","6",""
"Milano Rogoredo-Rho","45.484597","9.187596","7",""
"Milano Rogoredo-Rho","45.494969","9.176191","8",""
"Milano Rogoredo-Rho","45.502019","9.15093","9",""
"Milano Rogoredo-Rho","45.506768","9.136441","10",""
"Milano Rogoredo-Rho","45.521173","9.088161","11",""
"Milano Rogoredo-Rho","45.52413","9.043471","12",""
"Milano Rogoredo-Saronno","45.433611","9.239167","8",""
"Milano Rogoredo-Saronno","45.4594809978797","9.22396965966341","9",""
"Milano Rogoredo-Saronno","45.467844","9.217368","10",""
"Milano Rogoredo-Saronno","45.475495","9.206114","11",""
"Milano Rogoredo-Saronno","45.47882","9.197123","12",""
"Milano Rogoredo-Saronno","45.484597","9.187596","13",""
"Milano Rogoredo-Saronno","45.494969","9.176191","14",""
"Milano Rogoredo-Saronno","45.502512","9.159143","15",""
"Milano Rogoredo-Saronno","45.519579","9.145024","16",""
"Milano Rogoredo-Saronno","45.533048","9.132621","17",""
"Milano Rogoredo-Saronno","45.542962","9.123024","18",""
"Milano Rogoredo-Saronno","45.552618","9.112085","19",""
"Milano Rogoredo-Saronno","45.57113","9.090912","20",""
"Milano Rogoredo-Saronno","45.580209","9.080313","21",""
"Milano Rogoredo-Saronno","45.590815","9.066339","22",""
"Milano Rogoredo-Saronno","45.598107","9.057955","23",""
"Milano Rogoredo-Saronno","45.611718","9.0458","24",""
"Milano Rogoredo-Saronno","45.624978","9.03076","25",""
"Milano Rogoredo-Seveso","45.433611","9.239167","1",""
"Milano Rogoredo-Seveso","45.4594809978797","9.22396965966341","2",""
"Milano Rogoredo-Seveso","45.467844","9.217368","3",""
"Milano Rogoredo-Seveso","45.475495","9.206114","4",""
"Milano Rogoredo-Seveso","45.47882","9.197123","5",""
"Milano Rogoredo-Seveso","45.484597","9.187596","6",""
"Milano Rogoredo-Seveso","45.494969","9.176191","7",""
"Milano Rogoredo-Seveso","45.502512","9.159143","8",""
"Milano Rogoredo-Seveso","45.521258","9.167569","9",""
"Milano Rogoredo-Seveso","45.53073","9.172313","10",""
"Milano Rogoredo-Seveso","45.54207","9.173348","11",""
"Milano Rogoredo-Seveso","45.54807","9.173809","12",""
"Milano Rogoredo-Seveso","45.56492","9.16115","13",""
"Milano Rogoredo-Seveso","45.581105","9.156642","14",""
"Milano Rogoredo-Seveso","45.595533","9.153347","15",""
"Milano Rogoredo-Seveso","45.612015","9.141247","16",""
"Milano Rogoredo-Seveso","45.631663","9.141807","17",""
"Milano Rogoredo-Seveso","45.64831","9.14044","18",""
"Milano Villapizzone-Novara","45.502019","9.15093","16",""
"Milano Villapizzone-Novara","45.506768","9.136441","17",""
"Milano Villapizzone-Novara","45.521173","9.088161","18",""
"Milano Villapizzone-Novara","45.52413","9.043471","19",""
"Milano Villapizzone-Novara","45.510061","9.002774","20",""
"Milano Villapizzone-Novara","45.490953","8.947203","21",""
"Milano Villapizzone-Novara","45.481218","8.918128","22",""
"Milano Villapizzone-Novara","45.468165","8.880679","23",""
"Milano Villapizzone-Novara","45.428679","8.739417","24",""
"Milano Villapizzone-Novara","45.450799","8.625212","25",""
"Monza-Besana","45.577974","9.272921","4",""
"Monza-Besana","45.581962","9.284465","5",""
"Monza-Besana","45.603386","9.305079","6",""
"Monza-Besana","45.621436","9.301225","7",""
"Monza-Besana","45.632205","9.298296","8",""
"Monza-Besana","45.645565","9.286856","9",""
"Monza-Besana","45.658911","9.266808","10",""
"Monza-Besana","45.676371","9.252103","11",""
"Monza-Besana","45.690366","9.261731","12",""
"Monza-Besana","45.702753","9.283037","13",""
"Monza-Lecco","45.577974","9.272921","4",""
"Monza-Lecco","45.581962","9.284465","5",""
"Monza-Lecco","45.603386","9.305079","6",""
"Monza-Lecco","45.621436","9.301225","7",""
"Monza-Lecco","45.632205","9.298296","8",""
"Monza-Lecco","45.645565","9.286856","9",""
"Monza-Lecco","45.658911","9.266808","10",""
"Monza-Lecco","45.676371","9.252103","11",""
"Monza-Lecco","45.690366","9.261731","12",""
"Monza-Lecco","45.702753","9.283037","13",""
"Monza-Lecco","45.728377","9.279982","14",""
"Monza-Lecco","45.746202","9.279907","15",""
"Monza-Lecco","45.763464","9.284894","16",""
"Monza-Lecco","45.78083","9.301697","17",""
"Monza-Lecco","45.788924","9.337633","18",""
"Monza-Lecco","45.821184","9.35935","19",""
"Monza-Lecco","45.846465","9.367974","21",""
"Monza-Lecco","45.856403","9.393445","22",""
"Novara-Milano Lancetti","45.450799","8.625212","1",""
"Novara-Milano Lancetti","45.428679","8.739417","2",""
"Novara-Milano Lancetti","45.468165","8.880679","3",""
"Novara-Milano Lancetti","45.481218","8.918128","4",""
"Novara-Milano Lancetti","45.490953","8.947203","5",""
"Novara-Milano Lancetti","45.510061","9.002774","6",""
"Novara-Milano Lancetti","45.52413","9.043471","7",""
"Novara-Milano Lancetti","45.521173","9.088161","8",""
"Novara-Milano Lancetti","45.506768","9.136441","9",""
"Novara-Milano Lancetti","45.502019","9.15093","10",""
"Novara-Milano Lancetti","45.494969","9.176191","11",""
"Novara-Milano Villapizzone","45.450799","8.625212","1",""
"Novara-Milano Villapizzone","45.428679","8.739417","2",""
"Novara-Milano Villapizzone","45.468165","8.880679","3",""
"Novara-Milano Villapizzone","45.481218","8.918128","4",""
"Novara-Milano Villapizzone","45.490953","8.947203","5",""
"Novara-Milano Villapizzone","45.510061","9.002774","6",""
"Novara-Milano Villapizzone","45.52413","9.043471","7",""
"Novara-Milano Villapizzone","45.521173","9.088161","8",""
"Novara-Milano Villapizzone","45.506768","9.136441","9",""
"Novara-Milano Villapizzone","45.502019","9.15093","10",""
"Novara-Pioltello","45.450799","8.625212","1",""
"Novara-Pioltello","45.428679","8.739417","2",""
"Novara-Pioltello","45.468165","8.880679","3",""
"Novara-Pioltello","45.481218","8.918128","4",""
"Novara-Pioltello","45.490953","8.947203","5",""
"Novara-Pioltello","45.510061","9.002774","6",""
"Novara-Pioltello","45.52413","9.043471","7",""
"Novara-Pioltello","45.521173","9.088161","8",""
"Novara-Pioltello","45.506768","9.136441","9",""
"Novara-Pioltello","45.502019","9.15093","10",""
"Novara-Pioltello","45.494969","9.176191","11",""
"Novara-Pioltello","45.484597","9.187596","12",""
"Novara-Pioltello","45.47882","9.197123","13",""
"Novara-Pioltello","45.475495","9.206114","14",""
"Novara-Pioltello","45.467844","9.217368","15",""
"Novara-Pioltello","45.4594809978797","9.22396965966341","16",""
"Novara-Pioltello","45.4558103778789","9.23683413881649","17",""
"Novara-Pioltello","45.48078","9.298553","18",""
"Novara-Pioltello","45.48613","9.329495","19",""
"Novara-Treviglio","45.450799","8.625212","1",""
"Novara-Treviglio","45.428679","8.739417","2",""
"Novara-Treviglio","45.468165","8.880679","3",""
"Novara-Treviglio","45.481218","8.918128","4",""
"Novara-Treviglio","45.490953","8.947203","5",""
"Novara-Treviglio","45.510061","9.002774","6",""
"Novara-Treviglio","45.52413","9.043471","7",""
"Novara-Treviglio","45.521173","9.088161","8",""
"Novara-Treviglio","45.506768","9.136441","9",""
"Novara-Treviglio","45.502019","9.15093","10",""
"Novara-Treviglio","45.494969","9.176191","11",""
"Novara-Treviglio","45.484597","9.187596","12",""
"Novara-Treviglio","45.47882","9.197123","13",""
"Novara-Treviglio","45.475495","9.206114","14",""
"Novara-Treviglio","45.467844","9.217368","15",""
"Novara-Treviglio","45.4594809978797","9.22396965966341","16",""
"Novara-Treviglio","45.4558103778789","9.23683413881649","17",""
"Novara-Treviglio","45.48078","9.298553","18",""
"Novara-Treviglio","45.48613","9.329495","19",""
"Novara-Treviglio","45.494163","9.375522","20",""
"Novara-Treviglio","45.502066","9.419199","21",""
"Novara-Treviglio","45.508509","9.456332","22",""
"Novara-Treviglio","45.51267","9.480203","23",""
"Novara-Treviglio","45.514459","9.5129","24",""
"Novara-Treviglio","45.515403","9.588693","25",""
"Palazzolo Milanese-Milano Cadorna","45.581105","9.156642","6",""
"Palazzolo Milanese-Milano Cadorna","45.56492","9.16115","7",""
"Palazzolo Milanese-Milano Cadorna","45.54807","9.173809","8",""
"Palazzolo Milanese-Milano Cadorna","45.54207","9.173348","9",""
"Palazzolo Milanese-Milano Cadorna","45.53073","9.172313","10",""
"Palazzolo Milanese-Milano Cadorna","45.521258","9.167569","11",""
"Palazzolo Milanese-Milano Cadorna","45.502512","9.159143","12",""
"Palazzolo Milanese-Milano Cadorna","45.481182","9.161868","13",""
"Palazzolo Milanese-Milano Cadorna","45.468114","9.176824","14",""
"Pavia-Milano Bovisa","45.188839","9.145056","1",""
"Pavia-Milano Bovisa","45.256526","9.154363","2",""
"Pavia-Milano Bovisa","45.32047","9.190514","3",""
"Pavia-Milano Bovisa","45.339132244787","9.20317838979583","4",""
"Pavia-Milano Bovisa","45.359727","9.221483","5",""
"Pavia-Milano Bovisa","45.433611","9.239167","6",""
"Pavia-Milano Bovisa","45.4594809978797","9.22396965966341","7",""
"Pavia-Milano Bovisa","45.467844","9.217368","8",""
"Pavia-Milano Bovisa","45.475495","9.206114","9",""
"Pavia-Milano Bovisa","45.47882","9.197123","10",""
"Pavia-Milano Bovisa","45.484597","9.187596","11",""
"Pavia-Milano Bovisa","45.494969","9.176191","12",""
"Pavia-Milano Bovisa","45.502512","9.159143","13",""
"Pioltello-Milano Villapizzone","45.48613","9.329495","7",""
"Pioltello-Milano Villapizzone","45.48078","9.298553","8",""
"Pioltello-Milano Villapizzone","45.4558103778789","9.23683413881649","9",""
"Pioltello-Milano Villapizzone","45.4594809978797","9.22396965966341","10",""
"Pioltello-Milano Villapizzone","45.467844","9.217368","11",""
"Pioltello-Milano Villapizzone","45.475495","9.206114","12",""
"Pioltello-Milano Villapizzone","45.47882","9.197123","13",""
"Pioltello-Milano Villapizzone","45.484597","9.187596","14",""
"Pioltello-Milano Villapizzone","45.494969","9.176191","15",""
"Pioltello-Milano Villapizzone","45.502019","9.15093","16",""
"Pioltello-Novara","45.48613","9.329495","7",""
"Pioltello-Novara","45.48078","9.298553","8",""
"Pioltello-Novara","45.4558103778789","9.23683413881649","9",""
"Pioltello-Novara","45.4594809978797","9.22396965966341","10",""
"Pioltello-Novara","45.467844","9.217368","11",""
"Pioltello-Novara","45.475495","9.206114","12",""
"Pioltello-Novara","45.47882","9.197123","13",""
"Pioltello-Novara","45.484597","9.187596","14",""
"Pioltello-Novara","45.494969","9.176191","15",""
"Pioltello-Novara","45.502019","9.15093","16",""
"Pioltello-Novara","45.506768","9.136441","17",""
"Pioltello-Novara","45.521173","9.088161","18",""
"Pioltello-Novara","45.52413","9.043471","19",""
"Pioltello-Novara","45.510061","9.002774","20",""
"Pioltello-Novara","45.490953","8.947203","21",""
"Pioltello-Novara","45.481218","8.918128","22",""
"Pioltello-Novara","45.468165","8.880679","23",""
"Pioltello-Novara","45.428679","8.739417","24",""
"Pioltello-Novara","45.450799","8.625212","25",""
"Pioltello-Varese","45.48613","9.329495","7",""
"Pioltello-Varese","45.48078","9.298553","8",""
"Pioltello-Varese","45.4558103778789","9.23683413881649","9",""
"Pioltello-Varese","45.4594809978797","9.22396965966341","10",""
"Pioltello-Varese","45.467844","9.217368","11",""
"Pioltello-Varese","45.475495","9.206114","12",""
"Pioltello-Varese","45.47882","9.197123","13",""
"Pioltello-Varese","45.484597","9.187596","14",""
"Pioltello-Varese","45.494969","9.176191","15",""
"Pioltello-Varese","45.502019","9.15093","16",""
"Pioltello-Varese","45.506768","9.136441","17",""
"Pioltello-Varese","45.521173","9.088161","18",""
"Pioltello-Varese","45.52413","9.043471","19",""
"Pioltello-Varese","45.52541","8.995719","20",""
"Pioltello-Varese","45.552763","8.946363","21",""
"Pioltello-Varese","45.569324","8.926713","22",""
"Pioltello-Varese","45.593707","8.910805","23",""
"Pioltello-Varese","45.616122","8.864852","24",""
"Pioltello-Varese","45.659638","8.798311","25",""
"Pioltello-Varese","45.698192","8.803734","26",""
"Pioltello-Varese","45.723255","8.806132","27",""
"Pioltello-Varese","45.745227","8.810531","28",""
"Pioltello-Varese","45.778696","8.824688","29",""
"Pioltello-Varese","45.816218","8.832965","30",""
"Rho-Chiasso","45.52413","9.043471","1",""
"Rho-Chiasso","45.521173","9.088161","2",""
"Rho-Chiasso","45.506768","9.136441","3",""
"Rho-Chiasso","45.502019","9.15093","4",""
"Rho-Chiasso","45.484597","9.187596","5",""
"Rho-Chiasso","45.512914","9.214186","6",""
"Rho-Chiasso","45.54131","9.238933","7",""
"Rho-Chiasso","45.577974","9.272921","8",""
"Rho-Chiasso","45.606069","9.235468","9",""
"Rho-Chiasso","45.620132","9.218321","10",""
"Rho-Chiasso","45.646111","9.203005","11",""
"Rho-Chiasso","45.668437","9.133499","12",""
"Rho-Chiasso","45.697212","9.107328","13",""
"Rho-Chiasso","45.716224","9.099464","14",""
"Rho-Como San Giovanni","45.52413","9.043471","1",""
"Rho-Como San Giovanni","45.521173","9.088161","2",""
"Rho-Como San Giovanni","45.506768","9.136441","3",""
"Rho-Como San Giovanni","45.502019","9.15093","4",""
"Rho-Como San Giovanni","45.484597","9.187596","5",""
"Rho-Como San Giovanni","45.512914","9.214186","6",""
"Rho-Como San Giovanni","45.54131","9.238933","7",""
"Rho-Como San Giovanni","45.577974","9.272921","8",""
"Rho-Como San Giovanni","45.606069","9.235468","9",""
"Rho-Como San Giovanni","45.620132","9.218321","10",""
"Rho-Como San Giovanni","45.646111","9.203005","11",""
"Rho-Como San Giovanni","45.668437","9.133499","12",""
"Rho-Como San Giovanni","45.697212","9.107328","13",""
"Rho-Como San Giovanni","45.716224","9.099464","14",""
"Rho-Como San Giovanni","45.740867","9.08211","15",""
"Rho-Como San Giovanni","45.776872","9.073108","16",""
"Rho-Como San Giovanni","45.809099","9.072701","17",""
"Rho-Milano Rogoredo","45.52413","9.043471","1",""
"Rho-Milano Rogoredo","45.521173","9.088161","2",""
"Rho-Milano Rogoredo","45.506768","9.136441","3",""
"Rho-Milano Rogoredo","45.502019","9.15093","4",""
"Rho-Milano Rogoredo","45.494969","9.176191","5",""
"Rho-Milano Rogoredo","45.484597","9.187596","6",""
"Rho-Milano Rogoredo","45.47882","9.197123","7",""
"Rho-Milano Rogoredo","45.475495","9.206114","8",""
"Rho-Milano Rogoredo","45.467844","9.217368","9",""
"Rho-Milano Rogoredo","45.4594809978797","9.22396965966341","10",""
"Rho-Milano Rogoredo","45.433611","9.239167","12",""
"Rho-Pioltello","45.52413","9.043471","7",""
"Rho-Pioltello","45.521173","9.088161","8",""
"Rho-Pioltello","45.506768","9.136441","9",""
"Rho-Pioltello","45.502019","9.15093","10",""
"Rho-Pioltello","45.494969","9.176191","11",""
"Rho-Pioltello","45.484597","9.187596","12",""
"Rho-Pioltello","45.47882","9.197123","13",""
"Rho-Pioltello","45.475495","9.206114","14",""
"Rho-Pioltello","45.467844","9.217368","15",""
"Rho-Pioltello","45.4594809978797","9.22396965966341","16",""
"Rho-Pioltello","45.4558103778789","9.23683413881649","17",""
"Rho-Pioltello","45.48078","9.298553","18",""
"Rho-Pioltello","45.48613","9.329495","19",""
"Saronno-Albairate","45.624978","9.03076","1",""
"Saronno-Albairate","45.611718","9.0458","2",""
"Saronno-Albairate","45.624713854556","9.07929994406214","3",""
"Saronno-Albairate","45.6272083706864","9.1000531657049","4",""
"Saronno-Albairate","45.629022494514","9.11788796555414","5",""
"Saronno-Albairate","45.631663","9.141807","6",""
"Saronno-Albairate","45.64831","9.14044","7",""
"Saronno-Albairate","45.646111","9.203005","8",""
"Saronno-Albairate","45.620132","9.218321","9",""
"Saronno-Albairate","45.606069","9.235468","10",""
"Saronno-Albairate","45.577974","9.272921","11",""
"Saronno-Albairate","45.54131","9.238933","12",""
"Saronno-Albairate","45.512914","9.214186","13",""
"Saronno-Albairate","45.485","9.237","15",""
"Saronno-Albairate","45.4558103778789","9.23683413881649","16",""
"Saronno-Albairate","45.4459008052189","9.21381115076734","17",""
"Saronno-Albairate","45.4440207880837","9.16766185606384","18",""
"Saronno-Albairate","45.442534","9.130175","19",""
"Saronno-Albairate","45.43607","9.109301","20",""
"Saronno-Albairate","45.430402","9.09161","21",""
"Saronno-Albairate","45.420449","9.067047","22",""
"Saronno-Albairate","45.408709","9.031126","23",""
"Saronno-Albairate","45.404525","8.957634","24",""
"Saronno-Lodi","45.624978","9.03076","1",""
"Saronno-Lodi","45.611718","9.0458","2",""
"Saronno-Lodi","45.598107","9.057955","3",""
"Saronno-Lodi","45.590815","9.066339","4",""
"Saronno-Lodi","45.580209","9.080313","5",""
"Saronno-Lodi","45.57113","9.090912","6",""
"Saronno-Lodi","45.552618","9.112085","7",""
"Saronno-Lodi","45.542962","9.123024","8",""
"Saronno-Lodi","45.533048","9.132621","9",""
"Saronno-Lodi","45.519579","9.145024","10",""
"Saronno-Lodi","45.502512","9.159143","11",""
"Saronno-Lodi","45.494969","9.176191","12",""
"Saronno-Lodi","45.484597","9.187596","13",""
"Saronno-Lodi","45.47882","9.197123","14",""
"Saronno-Lodi","45.475495","9.206114","15",""
"Saronno-Lodi","45.467844","9.217368","16",""
"Saronno-Lodi","45.4594809978797","9.22396965966341","17",""
"Saronno-Lodi","45.433611","9.239167","18",""
"Saronno-Lodi","45.418591","9.253106","19",""
"Saronno-Lodi","45.402806","9.272266","20",""
"Saronno-Lodi","45.391285","9.286537","21",""
"Saronno-Lodi","45.356465","9.3194","22",""
"Saronno-Lodi","45.338037","9.361414","23",""
"Saronno-Lodi","45.326512","9.402924","24",""
"Saronno-Lodi","45.309211","9.497722","25",""
"Saronno-Milano Cadorna","45.624978","9.03076","1",""
"Saronno-Milano Cadorna","45.611718","9.0458","2",""
"Saronno-Milano Cadorna","45.598107","9.057955","3",""
"Saronno-Milano Cadorna","45.590815","9.066339","4",""
"Saronno-Milano Cadorna","45.580209","9.080313","5",""
"Saronno-Milano Cadorna","45.57113","9.090912","6",""
"Saronno-Milano Cadorna","45.552618","9.112085","7",""
"Saronno-Milano Cadorna","45.542962","9.123024","8",""
"Saronno-Milano Cadorna","45.533048","9.132621","9",""
"Saronno-Milano Cadorna","45.519579","9.145024","10",""
"Saronno-Milano Cadorna","45.502512","9.159143","11",""
"Saronno-Milano Cadorna","45.481182","9.161868","12",""
"Saronno-Milano Cadorna","45.468114","9.176824","13",""
"Saronno-Milano Porta Garibaldi","45.624978","9.03076","1",""
"Saronno-Milano Porta Garibaldi","45.611718","9.0458","2",""
"Saronno-Milano Porta Garibaldi","45.624713854556","9.07929994406214","3",""
"Saronno-Milano Porta Garibaldi","45.6272083706864","9.1000531657049","4",""
"Saronno-Milano Porta Garibaldi","45.629022494514","9.11788796555414","5",""
"Saronno-Milano Porta Garibaldi","45.631663","9.141807","6",""
"Saronno-Milano Porta Garibaldi","45.64831","9.14044","7",""
"Saronno-Milano Porta Garibaldi","45.646111","9.203005","8",""
"Saronno-Milano Porta Garibaldi","45.620132","9.218321","9",""
"Saronno-Milano Porta Garibaldi","45.606069","9.235468","10",""
"Saronno-Milano Porta Garibaldi","45.577974","9.272921","11",""
"Saronno-Milano Porta Garibaldi","45.54131","9.238933","12",""
"Saronno-Milano Porta Garibaldi","45.512914","9.214186","13",""
"Saronno-Milano Porta Garibaldi","45.484597","9.187596","14",""
"Saronno-Milano Rogoredo","45.624978","9.03076","1",""
"Saronno-Milano Rogoredo","45.611718","9.0458","2",""
"Saronno-Milano Rogoredo","45.598107","9.057955","3",""
"Saronno-Milano Rogoredo","45.590815","9.066339","4",""
"Saronno-Milano Rogoredo","45.580209","9.080313","5",""
"Saronno-Milano Rogoredo","45.57113","9.090912","6",""
"Saronno-Milano Rogoredo","45.552618","9.112085","7",""
"Saronno-Milano Rogoredo","45.542962","9.123024","8",""
"Saronno-Milano Rogoredo","45.533048","9.132621","9",""
"Saronno-Milano Rogoredo","45.519579","9.145024","10",""
"Saronno-Milano Rogoredo","45.502512","9.159143","11",""
"Saronno-Milano Rogoredo","45.494969","9.176191","12",""
"Saronno-Milano Rogoredo","45.484597","9.187596","13",""
"Saronno-Milano Rogoredo","45.47882","9.197123","14",""
"Saronno-Milano Rogoredo","45.475495","9.206114","15",""
"Saronno-Milano Rogoredo","45.467844","9.217368","16",""
"Saronno-Milano Rogoredo","45.4594809978797","9.22396965966341","17",""
"Saronno-Milano Rogoredo","45.433611","9.239167","18",""
"Saronno-Seregno","45.624978","9.03076","1",""
"Saronno-Seregno","45.611718","9.0458","2",""
"Saronno-Seregno","45.624713854556","9.07929994406214","3",""
"Saronno-Seregno","45.6272083706864","9.1000531657049","4",""
"Saronno-Seregno","45.629022494514","9.11788796555414","5",""
"Saronno-Seregno","45.631663","9.141807","6",""
"Saronno-Seregno","45.64831","9.14044","7",""
"Saronno-Seregno","45.646111","9.203005","8",""
"Seregno-Albairate","45.646111","9.203005","8",""
"Seregno-Albairate","45.620132","9.218321","9",""
"Seregno-Albairate","45.606069","9.235468","10",""
"Seregno-Albairate","45.577974","9.272921","11",""
"Seregno-Albairate","45.54131","9.238933","12",""
"Seregno-Albairate","45.512914","9.214186","13",""
"Seregno-Albairate","45.485","9.237","15",""
"Seregno-Albairate","45.4558103778789","9.23683413881649","16",""
"Seregno-Albairate","45.4459008052189","9.21381115076734","17",""
"Seregno-Albairate","45.4440207880837","9.16766185606384","18",""
"Seregno-Albairate","45.442534","9.130175","19",""
"Seregno-Albairate","45.43607","9.109301","20",""
"Seregno-Albairate","45.430402","9.09161","21",""
"Seregno-Albairate","45.420449","9.067047","22",""
"Seregno-Albairate","45.408709","9.031126","23",""
"Seregno-Albairate","45.404525","8.957634","24",""
"Seregno-Saronno","45.646111","9.203005","17",""
"Seregno-Saronno","45.64831","9.14044","18",""
"Seregno-Saronno","45.631663","9.141807","19",""
"Seregno-Saronno","45.629022494514","9.11788796555414","20",""
"Seregno-Saronno","45.6272083706864","9.1000531657049","21",""
"Seregno-Saronno","45.624713854556","9.07929994406214","22",""
"Seregno-Saronno","45.611718","9.0458","23",""
"Seregno-Saronno","45.624978","9.03076","24",""
"Seveso-Milano Cadorna","45.64831","9.14044","2",""
"Seveso-Milano Cadorna","45.631663","9.141807","3",""
"Seveso-Milano Cadorna","45.612015","9.141247","4",""
"Seveso-Milano Cadorna","45.595533","9.153347","5",""
"Seveso-Milano Cadorna","45.581105","9.156642","6",""
"Seveso-Milano Cadorna","45.56492","9.16115","7",""
"Seveso-Milano Cadorna","45.54807","9.173809","8",""
"Seveso-Milano Cadorna","45.54207","9.173348","9",""
"Seveso-Milano Cadorna","45.53073","9.172313","10",""
"Seveso-Milano Cadorna","45.521258","9.167569","11",""
"Seveso-Milano Cadorna","45.502512","9.159143","12",""
"Seveso-Milano Cadorna","45.481182","9.161868","13",""
"Seveso-Milano Cadorna","45.468114","9.176824","14",""
"Seveso-Milano Rogoredo","45.64831","9.14044","4",""
"Seveso-Milano Rogoredo","45.631663","9.141807","5",""
"Seveso-Milano Rogoredo","45.612015","9.141247","6",""
"Seveso-Milano Rogoredo","45.595533","9.153347","7",""
"Seveso-Milano Rogoredo","45.581105","9.156642","8",""
"Seveso-Milano Rogoredo","45.56492","9.16115","9",""
"Seveso-Milano Rogoredo","45.54807","9.173809","10",""
"Seveso-Milano Rogoredo","45.54207","9.173348","11",""
"Seveso-Milano Rogoredo","45.53073","9.172313","12",""
"Seveso-Milano Rogoredo","45.521258","9.167569","13",""
"Seveso-Milano Rogoredo","45.502512","9.159143","14",""
"Seveso-Milano Rogoredo","45.494969","9.176191","15",""
"Seveso-Milano Rogoredo","45.484597","9.187596","16",""
"Seveso-Milano Rogoredo","45.47882","9.197123","17",""
"Seveso-Milano Rogoredo","45.475495","9.206114","18",""
"Seveso-Milano Rogoredo","45.467844","9.217368","19",""
