"trip_id","arrival_time","departure_time","stop_id","stop_sequence","stop_headsign","pickup_type","drop_off_type","shape_dist_traveled"
"2_0_19","17:40:00","17:40:00","S01642","14","","0","0",""
"2_0_19","17:45:00","17:45:00","S01643","15","","0","0",""
"2_0_19","17:48:00","17:48:00","S01645","16","","0","0",""
"2_0_19","17:51:00","17:51:00","S01648","17","","0","0",""
"2_0_19","17:52:00","17:52:00","S01649","18","","0","0",""
"2_0_19","17:55:00","17:55:00","S01650","19","","0","0",""
"2_0_19","17:59:00","17:59:00","S01633","20","","0","0",""
"2_0_19","18:07:00","18:07:00","S01820","21","","0","0",""
"2_0_2","07:11:00","07:11:00","S01925","4","","0","0",""
"2_0_2","07:14:00","07:14:00","S01086","5","","0","0",""
"2_0_2","07:16:00","07:16:00","S01085","6","","0","0",""
"2_0_2","07:19:00","07:19:00","S01084","7","","0","0",""
"2_0_2","07:22:00","07:22:00","S01083","8","","0","0",""
"2_0_2","07:25:00","07:25:00","S01082","9","","0","0",""
"2_0_2","07:28:00","07:28:00","S01081","10","","0","0",""
"2_0_2","07:30:00","07:30:00","S01080","11","","0","0",""
"2_0_2","07:32:00","07:32:00","S01079","12","","0","0",""
"2_0_2","07:35:00","07:35:00","S01078","13","","0","0",""
"2_0_2","07:40:00","07:40:00","S01642","14","","0","0",""
"2_0_2","07:45:00","07:45:00","S01643","15","","0","0",""
"2_0_2","07:48:00","07:48:00","S01645","16","","0","0",""
"2_0_2","07:51:00","07:51:00","S01648","17","","0","0",""
"2_0_2","07:52:00","07:52:00","S01649","18","","0","0",""
"2_0_2","07:55:00","07:55:00","S01650","19","","0","0",""
"2_0_2","07:59:00","07:59:00","S01633","20","","0","0",""
"2_0_2","08:07:00","08:07:00","S01820","21","","0","0",""
"2_0_20","17:41:00","17:41:00","S01925","4","","0","0",""
"2_0_20","17:44:00","17:44:00","S01086","5","","0","0",""
"2_0_20","17:46:00","17:46:00","S01085","6","","0","0",""
"2_0_20","17:49:00","17:49:00","S01084","7","","0","0",""
"2_0_20","17:52:00","17:52:00","S01083","8","","0","0",""
"2_0_20","17:55:00","17:55:00","S01082","9","","0","0",""
"2_0_20","17:58:00","17:58:00","S01081","10","","0","0",""
"2_0_20","18:00:00","18:00:00","S01080","11","","0","0",""
"2_0_20","18:02:00","18:02:00","S01079","12","","0","0",""
"2_0_20","18:05:00","18:05:00","S01078","13","","0","0",""
"2_0_20","18:10:00","18:10:00","S01642","14","","0","0",""
"2_0_20","18:15:00","18:15:00","S01643","15","","0","0",""
"2_0_20","18:18:00","18:18:00","S01645","16","","0","0",""
"2_0_20","18:21:00","18:21:00","S01648","17","","0","0",""
"2_0_20","18:22:00","18:22:00","S01649","18","","0","0",""
"2_0_20","18:25:00","18:25:00","S01650","19","","0","0",""
"2_0_20","18:29:00","18:29:00","S01633","20","","0","0",""
"2_0_20","18:37:00","18:37:00","S01820","21","","0","0",""
"2_0_21","18:11:00","18:11:00","S01925","4","","0","0",""
"2_0_21","18:14:00","18:14:00","S01086","5","","0","0",""
"2_0_21","18:16:00","18:16:00","S01085","6","","0","0",""
"2_0_21","18:19:00","18:19:00","S01084","7","","0","0",""
"2_0_21","18:22:00","18:22:00","S01083","8","","0","0",""
"2_0_21","18:25:00","18:25:00","S01082","9","","0","0",""
"2_0_21","18:28:00","18:28:00","S01081","10","","0","0",""
"2_0_21","18:30:00","18:30:00","S01080","11","","0","0",""
"2_0_21","18:32:00","18:32:00","S01079","12","","0","0",""
"2_0_21","18:35:00","18:35:00","S01078","13","","0","0",""
"2_0_21","18:40:00","18:40:00","S01642","14","","0","0",""
"2_0_21","18:45:00","18:45:00","S01643","15","","0","0",""
"2_0_21","18:48:00","18:48:00","S01645","16","","0","0",""
"2_0_21","18:51:00","18:51:00","S01648","17","","0","0",""
"2_0_21","18:52:00","18:52:00","S01649","18","","0","0",""
"2_0_21","18:55:00","18:55:00","S01650","19","","0","0",""
"2_0_21","18:59:00","18:59:00","S01633","20","","0","0",""
"2_0_21","19:07:00","19:07:00","S01820","21","","0","0",""
"2_0_22","18:41:00","18:41:00","S01925","4","","0","0",""
"2_0_22","18:44:00","18:44:00","S01086","5","","0","0",""
"2_0_22","18:46:00","18:46:00","S01085","6","","0","0",""
"2_0_22","18:49:00","18:49:00","S01084","7","","0","0",""
"2_0_22","18:52:00","18:52:00","S01083","8","","0","0",""
"2_0_22","18:55:00","18:55:00","S01082","9","","0","0",""
"2_0_22","18:58:00","18:58:00","S01081","10","","0","0",""
"2_0_22","19:00:00","19:00:00","S01080","11","","0","0",""
"2_0_22","19:02:00","19:02:00","S01079","12","","0","0",""
"2_0_22","19:05:00","19:05:00","S01078","13","","0","0",""
"2_0_22","19:10:00","19:10:00","S01642","14","","0","0",""
"2_0_22","19:15:00","19:15:00","S01643","15","","0","0",""
"2_0_22","19:18:00","19:18:00","S01645","16","","0","0",""
"2_0_22","19:21:00","19:21:00","S01648","17","","0","0",""
"2_0_22","19:22:00","19:22:00","S01649","18","","0","0",""
"2_0_22","19:25:00","19:25:00","S01650","19","","0","0",""
"2_0_22","19:29:00","19:29:00","S01633","20","","0","0",""
"2_0_22","19:37:00","19:37:00","S01820","21","","0","0",""
"2_0_23","19:11:00","19:11:00","S01925","4","","0","0",""
"2_0_23","19:14:00","19:14:00","S01086","5","","0","0",""
"2_0_23","19:16:00","19:16:00","S01085","6","","0","0",""
"2_0_23","19:19:00","19:19:00","S01084","7","","0","0",""
"2_0_23","19:22:00","19:22:00","S01083","8","","0","0",""
"2_0_23","19:25:00","19:25:00","S01082","9","","0","0",""
"2_0_23","19:28:00","19:28:00","S01081","10","","0","0",""
"2_0_23","19:30:00","19:30:00","S01080","11","","0","0",""
"2_0_23","19:32:00","19:32:00","S01079","12","","0","0",""
"2_0_23","19:35:00","19:35:00","S01078","13","","0","0",""
"2_0_23","19:40:00","19:40:00","S01642","14","","0","0",""
"2_0_23","19:45:00","19:45:00","S01643","15","","0","0",""
"2_0_23","19:48:00","19:48:00","S01645","16","","0","0",""
"2_0_23","19:51:00","19:51:00","S01648","17","","0","0",""
"2_0_23","19:52:00","19:52:00","S01649","18","","0","0",""
"2_0_23","19:55:00","19:55:00","S01650","19","","0","0",""
"2_0_23","19:59:00","19:59:00","S01633","20","","0","0",""
"2_0_23","20:07:00","20:07:00","S01820","21","","0","0",""
"2_0_24","19:41:00","19:41:00","S01925","4","","0","0",""
"2_0_24","19:44:00","19:44:00","S01086","5","","0","0",""
"2_0_24","19:46:00","19:46:00","S01085","6","","0","0",""
"2_0_24","19:49:00","19:49:00","S01084","7","","0","0",""
"2_0_24","19:52:00","19:52:00","S01083","8","","0","0",""
"2_0_24","19:55:00","19:55:00","S01082","9","","0","0",""
"2_0_24","19:58:00","19:58:00","S01081","10","","0","0",""
"2_0_24","20:00:00","20:00:00","S01080","11","","0","0",""
"2_0_24","20:02:00","20:02:00","S01079","12","","0","0",""
"2_0_24","20:05:00","20:05:00","S01078","13","","0","0",""
"2_0_24","20:10:00","20:10:00","S01642","14","","0","0",""
"2_0_24","20:15:00","20:15:00","S01643","15","","0","0",""
"2_0_24","20:18:00","20:18:00","S01645","16","","0","0",""
"2_0_24","20:21:00","20:21:00","S01648","17","","0","0",""
"2_0_24","20:22:00","20:22:00","S01649","18","","0","0",""
"2_0_24","20:25:00","20:25:00","S01650","19","","0","0",""
"2_0_24","20:29:00","20:29:00","S01633","20","","0","0",""
"2_0_24","20:37:00","20:37:00","S01820","21","","0","0",""
"2_0_25","20:11:00","20:11:00","S01925","4","","0","0",""
"2_0_25","20:14:00","20:14:00","S01086","5","","0","0",""
"2_0_25","20:16:00","20:16:00","S01085","6","","0","0",""
"2_0_25","20:19:00","20:19:00","S01084","7","","0","0",""
"2_0_25","20:22:00","20:22:00","S01083","8","","0","0",""
"2_0_25","20:25:00","20:25:00","S01082","9","","0","0",""
"2_0_25","20:28:00","20:28:00","S01081","10","","0","0",""
"2_0_25","20:30:00","20:30:00","S01080","11","","0","0",""
"2_0_25","20:32:00","20:32:00","S01079","12","","0","0",""
"2_0_25","20:35:00","20:35:00","S01078","13","","0","0",""
"2_0_25","20:40:00","20:40:00","S01642","14","","0","0",""
"2_0_25","20:45:00","20:45:00","S01643","15","","0","0",""
"2_0_25","20:48:00","20:48:00","S01645","16","","0","0",""
"2_0_25","20:51:00","20:51:00","S01648","17","","0","0",""
"2_0_25","20:52:00","20:52:00","S01649","18","","0","0",""
"2_0_25","20:55:00","20:55:00","S01650","19","","0","0",""
"2_0_25","20:59:00","20:59:00","S01633","20","","0","0",""
"2_0_25","21:07:00","21:07:00","S01820","21","","0","0",""
"2_0_26","20:41:00","20:41:00","S01925","4","","0","0",""
"2_0_26","20:44:00","20:44:00","S01086","5","","0","0",""
"2_0_26","20:46:00","20:46:00","S01085","6","","0","0",""
"2_0_26","20:49:00","20:49:00","S01084","7","","0","0",""
"2_0_26","20:52:00","20:52:00","S01083","8","","0","0",""
"2_0_26","20:55:00","20:55:00","S01082","9","","0","0",""
"2_0_26","20:58:00","20:58:00","S01081","10","","0","0",""
"2_0_26","21:00:00","21:00:00","S01080","11","","0","0",""
"2_0_26","21:02:00","21:02:00","S01079","12","","0","0",""
"2_0_26","21:05:00","21:05:00","S01078","13","","0","0",""
"2_0_26","21:10:00","21:10:00","S01642","14","","0","0",""
"2_0_26","21:15:00","21:15:00","S01643","15","","0","0",""
"2_0_26","21:18:00","21:18:00","S01645","16","","0","0",""
"2_0_26","21:21:00","21:21:00","S01648","17","","0","0",""
"2_0_26","21:22:00","21:22:00","S01649","18","","0","0",""
"2_0_26","21:25:00","21:25:00","S01650","19","","0","0",""
"2_0_26","21:29:00","21:29:00","S01633","20","","0","0",""
"2_0_26","21:37:00","21:37:00","S01820","21","","0","0",""
"2_0_27","21:11:00","21:11:00","S01925","4","","0","0",""
"2_0_27","21:14:00","21:14:00","S01086","5","","0","0",""
"2_0_27","21:16:00","21:16:00","S01085","6","","0","0",""
"2_0_27","21:19:00","21:19:00","S01084","7","","0","0",""
"2_0_27","21:22:00","21:22:00","S01083","8","","0","0",""
"2_0_27","21:25:00","21:25:00","S01082","9","","0","0",""
"2_0_27","21:28:00","21:28:00","S01081","10","","0","0",""
"2_0_27","21:30:00","21:30:00","S01080","11","","0","0",""
"2_0_27","21:32:00","21:32:00","S01079","12","","0","0",""
"2_0_27","21:35:00","21:35:00","S01078","13","","0","0",""
"2_0_27","21:40:00","21:40:00","S01642","14","","0","0",""
"2_0_27","21:46:00","21:46:00","S01643","15","","0","0",""
"2_0_27","21:49:00","21:49:00","S01645","16","","0","0",""
"2_0_27","21:52:00","21:52:00","S01648","17","","0","0",""
"2_0_27","21:53:00","21:53:00","S01649","18","","0","0",""
"2_0_27","21:56:00","21:56:00","S01650","19","","0","0",""
"2_0_27","21:59:00","21:59:00","S01633","20","","0","0",""
"2_0_27","22:07:00","22:07:00","S01820","21","","0","0",""
"2_0_3","07:41:00","07:41:00","S01925","4","","0","0",""
"2_0_3","07:44:00","07:44:00","S01086","5","","0","0",""
"2_0_3","07:46:00","07:46:00","S01085","6","","0","0",""
"2_0_3","07:49:00","07:49:00","S01084","7","","0","0",""
"2_0_3","07:52:00","07:52:00","S01083","8","","0","0",""
"2_0_3","07:55:00","07:55:00","S01082","9","","0","0",""
"2_0_3","07:58:00","07:58:00","S01081","10","","0","0",""
"2_0_3","08:00:00","08:00:00","S01080","11","","0","0",""
"2_0_3","08:02:00","08:02:00","S01079","12","","0","0",""
"2_0_3","08:05:00","08:05:00","S01078","13","","0","0",""
"2_0_3","08:10:00","08:10:00","S01642","14","","0","0",""
"2_0_3","08:15:00","08:15:00","S01643","15","","0","0",""
"2_0_3","08:18:00","08:18:00","S01645","16","","0","0",""
"2_0_3","08:21:00","08:21:00","S01648","17","","0","0",""
"2_0_3","08:22:00","08:22:00","S01649","18","","0","0",""
"2_0_3","08:25:00","08:25:00","S01650","19","","0","0",""
"2_0_3","08:29:00","08:29:00","S01633","20","","0","0",""
"2_0_3","08:37:00","08:37:00","S01820","21","","0","0",""
"2_0_4","08:11:00","08:11:00","S01925","4","","0","0",""
"2_0_4","08:14:00","08:14:00","S01086","5","","0","0",""
"2_0_4","08:16:00","08:16:00","S01085","6","","0","0",""
"2_0_4","08:19:00","08:19:00","S01084","7","","0","0",""
"2_0_4","08:22:00","08:22:00","S01083","8","","0","0",""
"2_0_4","08:25:00","08:25:00","S01082","9","","0","0",""
"2_0_4","08:28:00","08:28:00","S01081","10","","0","0",""
"2_0_4","08:30:00","08:30:00","S01080","11","","0","0",""
"2_0_4","08:32:00","08:32:00","S01079","12","","0","0",""
"2_0_4","08:35:00","08:35:00","S01078","13","","0","0",""
"2_0_4","08:40:00","08:40:00","S01642","14","","0","0",""
"2_0_4","08:45:00","08:45:00","S01643","15","","0","0",""
"2_0_4","08:48:00","08:48:00","S01645","16","","0","0",""
"2_0_4","08:51:00","08:51:00","S01648","17","","0","0",""
"2_0_4","08:52:00","08:52:00","S01649","18","","0","0",""
"2_0_4","08:55:00","08:55:00","S01650","19","","0","0",""
"2_0_4","08:59:00","08:59:00","S01633","20","","0","0",""
"2_0_4","09:07:00","09:07:00","S01820","21","","0","0",""
"2_0_5","08:41:00","08:41:00","S01925","4","","0","0",""
"2_0_5","08:44:00","08:44:00","S01086","5","","0","0",""
"2_0_5","08:46:00","08:46:00","S01085","6","","0","0",""
"2_0_5","08:49:00","08:49:00","S01084","7","","0","0",""
"2_0_5","08:52:00","08:52:00","S01083","8","","0","0",""
"2_0_5","08:55:00","08:55:00","S01082","9","","0","0",""
"2_0_5","08:58:00","08:58:00","S01081","10","","0","0",""
"2_0_5","09:00:00","09:00:00","S01080","11","","0","0",""
"2_0_5","09:02:00","09:02:00","S01079","12","","0","0",""
"2_0_5","09:05:00","09:05:00","S01078","13","","0","0",""
"2_0_5","09:10:00","09:10:00","S01642","14","","0","0",""
"2_0_5","09:15:00","09:15:00","S01643","15","","0","0",""
"2_0_5","09:18:00","09:18:00","S01645","16","","0","0",""
"2_0_5","09:21:00","09:21:00","S01648","17","","0","0",""
"2_0_5","09:22:00","09:22:00","S01649","18","","0","0",""
"2_0_5","09:25:00","09:25:00","S01650","19","","0","0",""
"2_0_5","09:29:00","09:29:00","S01633","20","","0","0",""
"2_0_5","09:37:00","09:37:00","S01820","21","","0","0",""
"2_0_6","09:11:00","09:11:00","S01925","4","","0","0",""
"2_0_6","09:14:00","09:14:00","S01086","5","","0","0",""
"2_0_6","09:16:00","09:16:00","S01085","6","","0","0",""
"2_0_6","09:19:00","09:19:00","S01084","7","","0","0",""
"2_0_6","09:22:00","09:22:00","S01083","8","","0","0",""
"2_0_6","09:25:00","09:25:00","S01082","9","","0","0",""
"2_0_6","09:28:00","09:28:00","S01081","10","","0","0",""
"2_0_6","09:30:00","09:30:00","S01080","11","","0","0",""
"2_0_6","09:32:00","09:32:00","S01079","12","","0","0",""
"2_0_6","09:35:00","09:35:00","S01078","13","","0","0",""
"2_0_6","09:40:00","09:40:00","S01642","14","","0","0",""
"2_0_6","09:45:00","09:45:00","S01643","15","","0","0",""
"2_0_6","09:48:00","09:48:00","S01645","16","","0","0",""
"2_0_6","09:51:00","09:51:00","S01648","17","","0","0",""
"2_0_6","09:52:00","09:52:00","S01649","18","","0","0",""
"2_0_6","09:55:00","09:55:00","S01650","19","","0","0",""
"2_0_6","09:59:00","09:59:00","S01633","20","","0","0",""
"2_0_6","10:07:00","10:07:00","S01820","21","","0","0",""
"2_0_7","09:41:00","09:41:00","S01925","4","","0","0",""
"2_0_7","09:44:00","09:44:00","S01086","5","","0","0",""
"2_0_7","09:46:00","09:46:00","S01085","6","","0","0",""
"2_0_7","09:49:00","09:49:00","S01084","7","","0","0",""
"2_0_7","09:52:00","09:52:00","S01083","8","","0","0",""
"2_0_7","09:55:00","09:55:00","S01082","9","","0","0",""
"2_0_7","09:58:00","09:58:00","S01081","10","","0","0",""
"2_0_7","10:00:00","10:00:00","S01080","11","","0","0",""
"2_0_7","10:02:00","10:02:00","S01079","12","","0","0",""
"2_0_7","10:05:00","10:05:00","S01078","13","","0","0",""
"2_0_7","10:10:00","10:10:00","S01642","14","","0","0",""
"2_0_7","10:15:00","10:15:00","S01643","15","","0","0",""
"2_0_7","10:18:00","10:18:00","S01645","16","","0","0",""
"2_0_7","10:21:00","10:21:00","S01648","17","","0","0",""
"2_0_7","10:22:00","10:22:00","S01649","18","","0","0",""
"2_0_7","10:25:00","10:25:00","S01650","19","","0","0",""
"2_0_7","10:29:00","10:29:00","S01633","20","","0","0",""
"2_0_7","10:37:00","10:37:00","S01820","21","","0","0",""
"2_0_8","10:11:00","10:11:00","S01925","4","","0","0",""
"2_0_8","10:14:00","10:14:00","S01086","5","","0","0",""
"2_0_8","10:16:00","10:16:00","S01085","6","","0","0",""
"2_0_8","10:19:00","10:19:00","S01084","7","","0","0",""
"2_0_8","10:22:00","10:22:00","S01083","8","","0","0",""
"2_0_8","10:25:00","10:25:00","S01082","9","","0","0",""
"2_0_8","10:28:00","10:28:00","S01081","10","","0","0",""
"2_0_8","10:30:00","10:30:00","S01080","11","","0","0",""
"2_0_8","10:32:00","10:32:00","S01079","12","","0","0",""
"2_0_8","10:35:00","10:35:00","S01078","13","","0","0",""
"2_0_8","10:40:00","10:40:00","S01642","14","","0","0",""
"2_0_8","10:45:00","10:45:00","S01643","15","","0","0",""
"2_0_8","10:48:00","10:48:00","S01645","16","","0","0",""
"2_0_8","10:51:00","10:51:00","S01648","17","","0","0",""
"2_0_8","10:52:00","10:52:00","S01649","18","","0","0",""
"2_0_8","10:55:00","10:55:00","S01650","19","","0","0",""
"2_0_8","10:59:00","10:59:00","S01633","20","","0","0",""
"2_0_8","11:07:00","11:07:00","S01820","21","","0","0",""
"2_0_9","10:41:00","10:41:00","S01925","4","","0","0",""
"2_0_9","10:44:00","10:44:00","S01086","5","","0","0",""
"2_0_9","10:46:00","10:46:00","S01085","6","","0","0",""
"2_0_9","10:49:00","10:49:00","S01084","7","","0","0",""
"2_0_9","10:52:00","10:52:00","S01083","8","","0","0",""
"2_0_9","10:55:00","10:55:00","S01082","9","","0","0",""
"2_0_9","10:58:00","10:58:00","S01081","10","","0","0",""
"2_0_9","11:00:00","11:00:00","S01080","11","","0","0",""
"2_0_9","11:02:00","11:02:00","S01079","12","","0","0",""
"2_0_9","11:05:00","11:05:00","S01078","13","","0","0",""
"2_0_9","11:10:00","11:10:00","S01642","14","","0","0",""
"2_0_9","11:15:00","11:15:00","S01643","15","","0","0",""
"2_0_9","11:18:00","11:18:00","S01645","16","","0","0",""
"2_0_9","11:21:00","11:21:00","S01648","17","","0","0",""
"2_0_9","11:22:00","11:22:00","S01649","18","","0","0",""
"2_0_9","11:25:00","11:25:00","S01650","19","","0","0",""
"2_0_9","11:29:00","11:29:00","S01633","20","","0","0",""
"2_0_9","11:37:00","11:37:00","S01820","21","","0","0",""
"2_1_1","06:23:00","06:23:00","S01820","1","","0","0",""
"2_1_1","06:30:00","06:30:00","S01633","2","","0","0",""
"2_1_1","06:32:00","06:32:00","S01650","3","","0","0",""
"2_1_1","06:34:00","06:34:00","S01649","4","","0","0",""
"2_1_1","06:36:00","06:36:00","S01648","5","","0","0",""
"2_1_1","06:39:00","06:39:00","S01645","6","","0","0",""
"2_1_1","06:43:00","06:43:00","S01643","7","","0","0",""
"2_1_1","06:52:00","06:52:00","S01642","8","","0","0",""
"2_1_1","06:55:00","06:55:00","S01078","9","","0","0",""
"2_1_1","06:57:00","06:57:00","S01079","10","","0","0",""
"2_1_1","06:59:00","06:59:00","S01080","11","","0","0",""
"2_1_1","07:01:00","07:01:00","S01081","12","","0","0",""
"2_1_1","07:04:00","07:04:00","S01082","13","","0","0",""
"2_1_1","07:06:00","07:06:00","S01083","14","","0","0",""
"2_1_1","07:09:00","07:09:00","S01084","15","","0","0",""
"2_1_1","07:13:00","07:13:00","S01085","16","","0","0",""
"2_1_1","07:16:00","07:16:00","S01086","17","","0","0",""
"2_1_1","07:20:00","07:20:00","S01925","18","","0","0",""
"2_1_10","12:23:00","12:23:00","S01820","1","","0","0",""
"2_1_10","12:30:00","12:30:00","S01633","2","","0","0",""
"2_1_10","12:32:00","12:32:00","S01650","3","","0","0",""
"2_1_10","12:34:00","12:34:00","S01649","4","","0","0",""
"2_1_10","12:36:00","12:36:00","S01648","5","","0","0",""
"2_1_10","12:39:00","12:39:00","S01645","6","","0","0",""
"2_1_10","12:43:00","12:43:00","S01643","7","","0","0",""
"2_1_10","12:52:00","12:52:00","S01642","8","","0","0",""
"2_1_10","12:55:00","12:55:00","S01078","9","","0","0",""
"2_1_10","12:57:00","12:57:00","S01079","10","","0","0",""
"2_1_10","12:59:00","12:59:00","S01080","11","","0","0",""
"2_1_10","13:01:00","13:01:00","S01081","12","","0","0",""
"2_1_10","13:04:00","13:04:00","S01082","13","","0","0",""
"2_1_10","13:06:00","13:06:00","S01083","14","","0","0",""
"2_1_10","13:09:00","13:09:00","S01084","15","","0","0",""
"2_1_10","13:13:00","13:13:00","S01085","16","","0","0",""
"2_1_10","13:16:00","13:16:00","S01086","17","","0","0",""
"2_1_10","13:20:00","13:20:00","S01925","18","","0","0",""
"2_1_11","12:53:00","12:53:00","S01820","1","","0","0",""
"2_1_11","13:00:00","13:00:00","S01633","2","","0","0",""
"2_1_11","13:02:00","13:02:00","S01650","3","","0","0",""
"2_1_11","13:04:00","13:04:00","S01649","4","","0","0",""
"2_1_11","13:06:00","13:06:00","S01648","5","","0","0",""
"2_1_11","13:09:00","13:09:00","S01645","6","","0","0",""
"2_1_11","13:13:00","13:13:00","S01643","7","","0","0",""
"2_1_11","13:22:00","13:22:00","S01642","8","","0","0",""
"2_1_11","13:25:00","13:25:00","S01078","9","","0","0",""
"2_1_11","13:27:00","13:27:00","S01079","10","","0","0",""
"2_1_11","13:29:00","13:29:00","S01080","11","","0","0",""
"2_1_11","13:31:00","13:31:00","S01081","12","","0","0",""
"2_1_11","13:34:00","13:34:00","S01082","13","","0","0",""
"2_1_11","13:36:00","13:36:00","S01083","14","","0","0",""
"2_1_11","13:39:00","13:39:00","S01084","15","","0","0",""
"2_1_11","13:43:00","13:43:00","S01085","16","","0","0",""
"2_1_11","13:46:00","13:46:00","S01086","17","","0","0",""
"2_1_11","13:50:00","13:50:00","S01925","18","","0","0",""
"2_1_12","13:23:00","13:23:00","S01820","1","","0","0",""
"2_1_12","13:30:00","13:30:00","S01633","2","","0","0",""
"2_1_12","13:32:00","13:32:00","S01650","3","","0","0",""
"2_1_12","13:34:00","13:34:00","S01649","4","","0","0",""
"2_1_12","13:36:00","13:36:00","S01648","5","","0","0",""
"2_1_12","13:39:00","13:39:00","S01645","6","","0","0",""
"2_1_12","13:43:00","13:43:00","S01643","7","","0","0",""
"2_1_12","13:52:00","13:52:00","S01642","8","","0","0",""
"2_1_12","13:55:00","13:55:00","S01078","9","","0","0",""
"2_1_12","13:57:00","13:57:00","S01079","10","","0","0",""
"2_1_12","13:59:00","13:59:00","S01080","11","","0","0",""
"2_1_12","14:01:00","14:01:00","S01081","12","","0","0",""
"2_1_12","14:04:00","14:04:00","S01082","13","","0","0",""
"2_1_12","14:06:00","14:06:00","S01083","14","","0","0",""
"2_1_12","14:09:00","14:09:00","S01084","15","","0","0",""
"2_1_12","14:13:00","14:13:00","S01085","16","","0","0",""
"2_1_12","14:16:00","14:16:00","S01086","17","","0","0",""
"2_1_12","14:20:00","14:20:00","S01925","18","","0","0",""
"2_1_13","13:53:00","13:53:00","S01820","1","","0","0",""
"2_1_13","14:00:00","14:00:00","S01633","2","","0","0",""
"2_1_13","14:02:00","14:02:00","S01650","3","","0","0",""
"2_1_13","14:04:00","14:04:00","S01649","4","","0","0",""
"2_1_13","14:06:00","14:06:00","S01648","5","","0","0",""
"2_1_13","14:09:00","14:09:00","S01645","6","","0","0",""
"2_1_13","14:13:00","14:13:00","S01643","7","","0","0",""
"2_1_13","14:22:00","14:22:00","S01642","8","","0","0",""
"2_1_13","14:25:00","14:25:00","S01078","9","","0","0",""
"2_1_13","14:27:00","14:27:00","S01079","10","","0","0",""
"2_1_13","14:29:00","14:29:00","S01080","11","","0","0",""
"2_1_13","14:31:00","14:31:00","S01081","12","","0","0",""
"2_1_13","14:34:00","14:34:00","S01082","13","","0","0",""
"2_1_13","14:36:00","14:36:00","S01083","14","","0","0",""
"2_1_13","14:39:00","14:39:00","S01084","15","","0","0",""
"2_1_13","14:43:00","14:43:00","S01085","16","","0","0",""
"2_1_13","14:46:00","14:46:00","S01086","17","","0","0",""
"2_1_13","14:50:00","14:50:00","S01925","18","","0","0",""
"2_1_14","14:23:00","14:23:00","S01820","1","","0","0",""
"2_1_14","14:30:00","14:30:00","S01633","2","","0","0",""
"2_1_14","14:32:00","14:32:00","S01650","3","","0","0",""
"2_1_14","14:34:00","14:34:00","S01649","4","","0","0",""
"2_1_14","14:36:00","14:36:00","S01648","5","","0","0",""
"2_1_14","14:39:00","14:39:00","S01645","6","","0","0",""
"2_1_14","14:43:00","14:43:00","S01643","7","","0","0",""
"2_1_14","14:52:00","14:52:00","S01642","8","","0","0",""
"2_1_14","14:55:00","14:55:00","S01078","9","","0","0",""
"2_1_14","14:57:00","14:57:00","S01079","10","","0","0",""
"2_1_14","14:59:00","14:59:00","S01080","11","","0","0",""
"2_1_14","15:01:00","15:01:00","S01081","12","","0","0",""
"2_1_14","15:04:00","15:04:00","S01082","13","","0","0",""
"2_1_14","15:06:00","15:06:00","S01083","14","","0","0",""
"2_1_14","15:09:00","15:09:00","S01084","15","","0","0",""
"2_1_14","15:13:00","15:13:00","S01085","16","","0","0",""
"2_1_14","15:16:00","15:16:00","S01086","17","","0","0",""
"2_1_14","15:20:00","15:20:00","S01925","18","","0","0",""
"2_1_15","14:53:00","14:53:00","S01820","1","","0","0",""
"2_1_15","15:00:00","15:00:00","S01633","2","","0","0",""
"2_1_15","15:02:00","15:02:00","S01650","3","","0","0",""
"2_1_15","15:04:00","15:04:00","S01649","4","","0","0",""
"2_1_15","15:06:00","15:06:00","S01648","5","","0","0",""
"2_1_15","15:09:00","15:09:00","S01645","6","","0","0",""
"2_1_15","15:13:00","15:13:00","S01643","7","","0","0",""
"2_1_15","15:22:00","15:22:00","S01642","8","","0","0",""
"2_1_15","15:25:00","15:25:00","S01078","9","","0","0",""
"2_1_15","15:27:00","15:27:00","S01079","10","","0","0",""
"2_1_15","15:29:00","15:29:00","S01080","11","","0","0",""
"2_1_15","15:31:00","15:31:00","S01081","12","","0","0",""
"2_1_15","15:34:00","15:34:00","S01082","13","","0","0",""
"2_1_15","15:36:00","15:36:00","S01083","14","","0","0",""
"2_1_15","15:39:00","15:39:00","S01084","15","","0","0",""
"2_1_15","15:43:00","15:43:00","S01085","16","","0","0",""
"2_1_15","15:46:00","15:46:00","S01086","17","","0","0",""
"2_1_15","15:50:00","15:50:00","S01925","18","","0","0",""
"2_1_16","15:23:00","15:23:00","S01820","1","","0","0",""
"2_1_16","15:30:00","15:30:00","S01633","2","","0","0",""
"2_1_16","15:32:00","15:32:00","S01650","3","","0","0",""
"2_1_16","15:34:00","15:34:00","S01649","4","","0","0",""
"2_1_16","15:36:00","15:36:00","S01648","5","","0","0",""
"2_1_16","15:39:00","15:39:00","S01645","6","","0","0",""
"2_1_16","15:43:00","15:43:00","S01643","7","","0","0",""
"2_1_16","15:52:00","15:52:00","S01642","8","","0","0",""
"2_1_16","15:55:00","15:55:00","S01078","9","","0","0",""
"2_1_16","15:57:00","15:57:00","S01079","10","","0","0",""
"2_1_16","15:59:00","15:59:00","S01080","11","","0","0",""
"2_1_16","16:01:00","16:01:00","S01081","12","","0","0",""
"2_1_16","16:04:00","16:04:00","S01082","13","","0","0",""
