"trip_id","arrival_time","departure_time","stop_id","stop_sequence","stop_headsign","pickup_type","drop_off_type","shape_dist_traveled"
"4_0_35","21:52:00","21:52:00","S01079","10","","0","0",""
"4_0_35","21:55:00","21:55:00","S01078","11","","0","0",""
"4_0_35","22:00:00","22:00:00","S01642","12","","0","0",""
"4_0_35","22:03:00","22:03:00","S01067","13","","0","0",""
"4_0_35","22:10:00","22:10:00","S01066","14","","0","0",""
"4_0_36","21:54:00","21:54:00","S01316","1","","0","0",""
"4_0_36","22:01:00","22:01:00","S01925","2","","0","0",""
"4_0_36","22:04:00","22:04:00","S01086","3","","0","0",""
"4_0_36","22:06:00","22:06:00","S01085","4","","0","0",""
"4_0_36","22:09:00","22:09:00","S01084","5","","0","0",""
"4_0_36","22:12:00","22:12:00","S01083","6","","0","0",""
"4_0_36","22:15:00","22:15:00","S01082","7","","0","0",""
"4_0_36","22:18:00","22:18:00","S01081","8","","0","0",""
"4_0_36","22:20:00","22:20:00","S01080","9","","0","0",""
"4_0_36","22:22:00","22:22:00","S01079","10","","0","0",""
"4_0_36","22:25:00","22:25:00","S01078","11","","0","0",""
"4_0_36","22:30:00","22:30:00","S01642","12","","0","0",""
"4_0_36","22:33:00","22:33:00","S01067","13","","0","0",""
"4_0_36","22:40:00","22:40:00","S01066","14","","0","0",""
"4_0_37","22:24:00","22:24:00","S01316","1","","0","0",""
"4_0_37","22:31:00","22:31:00","S01925","2","","0","0",""
"4_0_37","22:34:00","22:34:00","S01086","3","","0","0",""
"4_0_37","22:36:00","22:36:00","S01085","4","","0","0",""
"4_0_37","22:39:00","22:39:00","S01084","5","","0","0",""
"4_0_37","22:42:00","22:42:00","S01083","6","","0","0",""
"4_0_37","22:45:00","22:45:00","S01082","7","","0","0",""
"4_0_37","22:48:00","22:48:00","S01081","8","","0","0",""
"4_0_37","22:50:00","22:50:00","S01080","9","","0","0",""
"4_0_37","22:52:00","22:52:00","S01079","10","","0","0",""
"4_0_37","22:55:00","22:55:00","S01078","11","","0","0",""
"4_0_37","23:00:00","23:00:00","S01642","12","","0","0",""
"4_0_37","23:03:00","23:03:00","S01067","13","","0","0",""
"4_0_37","23:10:00","23:10:00","S01066","14","","0","0",""
"4_0_38","22:54:00","22:54:00","S01316","1","","0","0",""
"4_0_38","23:01:00","23:01:00","S01925","2","","0","0",""
"4_0_38","23:04:00","23:04:00","S01086","3","","0","0",""
"4_0_38","23:06:00","23:06:00","S01085","4","","0","0",""
"4_0_38","23:09:00","23:09:00","S01084","5","","0","0",""
"4_0_38","23:12:00","23:12:00","S01083","6","","0","0",""
"4_0_38","23:15:00","23:15:00","S01082","7","","0","0",""
"4_0_38","23:18:00","23:18:00","S01081","8","","0","0",""
"4_0_38","23:20:00","23:20:00","S01080","9","","0","0",""
"4_0_38","23:22:00","23:22:00","S01079","10","","0","0",""
"4_0_38","23:25:00","23:25:00","S01078","11","","0","0",""
"4_0_38","23:30:00","23:30:00","S01642","12","","0","0",""
"4_0_38","23:33:00","23:33:00","S01067","13","","0","0",""
"4_0_38","23:40:00","23:40:00","S01066","14","","0","0",""
"4_0_39","23:24:00","23:24:00","S01316","1","","0","0",""
"4_0_39","23:29:00","23:29:00","S01925","2","","0","0",""
"4_0_39","23:32:00","23:32:00","S01086","3","","0","0",""
"4_0_4","06:54:00","06:54:00","S01316","1","","0","0",""
"4_0_4","07:01:00","07:01:00","S01925","2","","0","0",""
"4_0_4","07:04:00","07:04:00","S01086","3","","0","0",""
"4_0_4","07:06:00","07:06:00","S01085","4","","0","0",""
"4_0_4","07:09:00","07:09:00","S01084","5","","0","0",""
"4_0_4","07:12:00","07:12:00","S01083","6","","0","0",""
"4_0_4","07:15:00","07:15:00","S01082","7","","0","0",""
"4_0_4","07:18:00","07:18:00","S01081","8","","0","0",""
"4_0_4","07:20:00","07:20:00","S01080","9","","0","0",""
"4_0_4","07:22:00","07:22:00","S01079","10","","0","0",""
"4_0_4","07:25:00","07:25:00","S01078","11","","0","0",""
"4_0_4","07:33:00","07:33:00","S01642","12","","0","0",""
"4_0_4","07:36:00","07:36:00","S01067","13","","0","0",""
"4_0_4","07:40:00","07:40:00","S01066","14","","0","0",""
"4_0_40","24:20:00","24:20:00","S01078","11","","0","0",""
"4_0_40","24:24:00","24:24:00","S01642","12","","0","0",""
"4_0_40","24:28:00","24:28:00","S01067","13","","0","0",""
"4_0_40","24:32:00","24:32:00","S01066","14","","0","0",""
"4_0_41","23:24:00","23:24:00","S01316","1","","0","0",""
"4_0_41","23:31:00","23:31:00","S01925","2","","0","0",""
"4_0_41","23:34:00","23:34:00","S01086","3","","0","0",""
"4_0_41","23:36:00","23:36:00","S01085","4","","0","0",""
"4_0_41","23:39:00","23:39:00","S01084","5","","0","0",""
"4_0_41","23:42:00","23:42:00","S01083","6","","0","0",""
"4_0_41","23:45:00","23:45:00","S01082","7","","0","0",""
"4_0_41","23:48:00","23:48:00","S01081","8","","0","0",""
"4_0_41","23:50:00","23:50:00","S01080","9","","0","0",""
"4_0_41","23:52:00","23:52:00","S01079","10","","0","0",""
"4_0_41","23:55:00","23:55:00","S01078","11","","0","0",""
"4_0_41","24:03:00","24:03:00","S01642","12","","0","0",""
"4_0_41","24:06:00","24:06:00","S01067","13","","0","0",""
"4_0_41","24:10:00","24:10:00","S01066","14","","0","0",""
"4_0_5","07:37:00","07:37:00","S01083","6","","0","0",""
"4_0_5","07:40:00","07:40:00","S01082","7","","0","0",""
"4_0_5","07:43:00","07:43:00","S01081","8","","0","0",""
"4_0_5","07:45:00","07:45:00","S01080","9","","0","0",""
"4_0_5","07:48:00","07:48:00","S01079","10","","0","0",""
"4_0_5","07:51:00","07:51:00","S01078","11","","0","0",""
"4_0_5","07:55:00","07:55:00","S01642","12","","0","0",""
"4_0_5","07:58:00","07:58:00","S01067","13","","0","0",""
"4_0_5","08:20:00","08:20:00","S01066","14","","0","0",""
"4_0_6","07:24:00","07:24:00","S01316","1","","0","0",""
"4_0_6","07:31:00","07:31:00","S01925","2","","0","0",""
"4_0_6","07:34:00","07:34:00","S01086","3","","0","0",""
"4_0_6","07:36:00","07:36:00","S01085","4","","0","0",""
"4_0_6","07:39:00","07:39:00","S01084","5","","0","0",""
"4_0_6","07:42:00","07:42:00","S01083","6","","0","0",""
"4_0_6","07:45:00","07:45:00","S01082","7","","0","0",""
"4_0_6","07:48:00","07:48:00","S01081","8","","0","0",""
"4_0_6","07:50:00","07:50:00","S01080","9","","0","0",""
"4_0_6","07:52:00","07:52:00","S01079","10","","0","0",""
"4_0_6","07:55:00","07:55:00","S01078","11","","0","0",""
"4_0_6","08:00:00","08:00:00","S01642","12","","0","0",""
"4_0_6","08:03:00","08:03:00","S01067","13","","0","0",""
"4_0_6","08:10:00","08:10:00","S01066","14","","0","0",""
"4_0_7","07:26:00","07:26:00","S01316","1","","0","0",""
"4_0_7","07:33:00","07:33:00","S01925","2","","0","0",""
"4_0_7","07:36:00","07:36:00","S01086","3","","0","0",""
"4_0_7","07:39:00","07:39:00","S01085","4","","0","0",""
"4_0_7","07:43:00","07:43:00","S01084","5","","0","0",""
"4_0_7","07:55:00","07:55:00","S01078","11","","0","0",""
"4_0_7","08:00:00","08:00:00","S01642","12","","0","0",""
"4_0_7","08:03:00","08:03:00","S01067","13","","0","0",""
"4_0_7","08:07:00","08:07:00","S01066","14","","0","0",""
"4_0_8","07:54:00","07:54:00","S01316","1","","0","0",""
"4_0_8","08:01:00","08:01:00","S01925","2","","0","0",""
"4_0_8","08:04:00","08:04:00","S01086","3","","0","0",""
"4_0_8","08:06:00","08:06:00","S01085","4","","0","0",""
"4_0_8","08:09:00","08:09:00","S01084","5","","0","0",""
"4_0_8","08:12:00","08:12:00","S01083","6","","0","0",""
"4_0_8","08:15:00","08:15:00","S01082","7","","0","0",""
"4_0_8","08:18:00","08:18:00","S01081","8","","0","0",""
"4_0_8","08:20:00","08:20:00","S01080","9","","0","0",""
"4_0_8","08:22:00","08:22:00","S01079","10","","0","0",""
"4_0_8","08:25:00","08:25:00","S01078","11","","0","0",""
"4_0_8","08:30:00","08:30:00","S01642","12","","0","0",""
"4_0_8","08:33:00","08:33:00","S01067","13","","0","0",""
"4_0_8","08:40:00","08:40:00","S01066","14","","0","0",""
"4_0_9","08:24:00","08:24:00","S01316","1","","0","0",""
"4_0_9","08:31:00","08:31:00","S01925","2","","0","0",""
"4_0_9","08:34:00","08:34:00","S01086","3","","0","0",""
"4_0_9","08:36:00","08:36:00","S01085","4","","0","0",""
"4_0_9","08:39:00","08:39:00","S01084","5","","0","0",""
"4_0_9","08:42:00","08:42:00","S01083","6","","0","0",""
"4_0_9","08:45:00","08:45:00","S01082","7","","0","0",""
"4_0_9","08:48:00","08:48:00","S01081","8","","0","0",""
"4_0_9","08:50:00","08:50:00","S01080","9","","0","0",""
"4_0_9","08:52:00","08:52:00","S01079","10","","0","0",""
"4_0_9","08:55:00","08:55:00","S01078","11","","0","0",""
"4_0_9","09:00:00","09:00:00","S01642","12","","0","0",""
"4_0_9","09:03:00","09:03:00","S01067","13","","0","0",""
"4_0_9","09:10:00","09:10:00","S01066","14","","0","0",""
"4_1_1","05:53:00","05:53:00","S01066","1","","0","0",""
"4_1_1","05:57:00","05:57:00","S01067","2","","0","0",""
"4_1_1","06:02:00","06:02:00","S01642","3","","0","0",""
"4_1_1","06:05:00","06:05:00","S01078","4","","0","0",""
"4_1_1","06:07:00","06:07:00","S01079","5","","0","0",""
"4_1_1","06:09:00","06:09:00","S01080","6","","0","0",""
"4_1_1","06:11:00","06:11:00","S01081","7","","0","0",""
"4_1_1","06:14:00","06:14:00","S01082","8","","0","0",""
"4_1_1","06:16:00","06:16:00","S01083","9","","0","0",""
"4_1_1","06:20:00","06:20:00","S01084","10","","0","0",""
"4_1_1","06:23:00","06:23:00","S01085","11","","0","0",""
"4_1_1","06:26:00","06:26:00","S01086","12","","0","0",""
"4_1_1","06:32:00","06:32:00","S01925","13","","0","0",""
"4_1_1","06:37:00","06:37:00","S01316","14","","0","0",""
"4_1_10","10:23:00","10:23:00","S01066","1","","0","0",""
"4_1_10","10:27:00","10:27:00","S01067","2","","0","0",""
"4_1_10","10:32:00","10:32:00","S01642","3","","0","0",""
"4_1_10","10:35:00","10:35:00","S01078","4","","0","0",""
"4_1_10","10:37:00","10:37:00","S01079","5","","0","0",""
"4_1_10","10:39:00","10:39:00","S01080","6","","0","0",""
"4_1_10","10:41:00","10:41:00","S01081","7","","0","0",""
"4_1_10","10:44:00","10:44:00","S01082","8","","0","0",""
"4_1_10","10:46:00","10:46:00","S01083","9","","0","0",""
"4_1_10","10:50:00","10:50:00","S01084","10","","0","0",""
"4_1_10","10:53:00","10:53:00","S01085","11","","0","0",""
"4_1_10","10:56:00","10:56:00","S01086","12","","0","0",""
"4_1_10","11:02:00","11:02:00","S01925","13","","0","0",""
"4_1_10","11:07:00","11:07:00","S01316","14","","0","0",""
"4_1_11","10:53:00","10:53:00","S01066","1","","0","0",""
"4_1_11","10:57:00","10:57:00","S01067","2","","0","0",""
"4_1_11","11:02:00","11:02:00","S01642","3","","0","0",""
"4_1_11","11:05:00","11:05:00","S01078","4","","0","0",""
"4_1_11","11:07:00","11:07:00","S01079","5","","0","0",""
"4_1_11","11:09:00","11:09:00","S01080","6","","0","0",""
"4_1_11","11:11:00","11:11:00","S01081","7","","0","0",""
"4_1_11","11:14:00","11:14:00","S01082","8","","0","0",""
"4_1_11","11:16:00","11:16:00","S01083","9","","0","0",""
"4_1_11","11:20:00","11:20:00","S01084","10","","0","0",""
"4_1_11","11:23:00","11:23:00","S01085","11","","0","0",""
"4_1_11","11:26:00","11:26:00","S01086","12","","0","0",""
"4_1_11","11:32:00","11:32:00","S01925","13","","0","0",""
"4_1_11","11:37:00","11:37:00","S01316","14","","0","0",""
"4_1_12","11:23:00","11:23:00","S01066","1","","0","0",""
"4_1_12","11:27:00","11:27:00","S01067","2","","0","0",""
"4_1_12","11:32:00","11:32:00","S01642","3","","0","0",""
"4_1_12","11:35:00","11:35:00","S01078","4","","0","0",""
"4_1_12","11:37:00","11:37:00","S01079","5","","0","0",""
"4_1_12","11:39:00","11:39:00","S01080","6","","0","0",""
"4_1_12","11:41:00","11:41:00","S01081","7","","0","0",""
"4_1_12","11:44:00","11:44:00","S01082","8","","0","0",""
"4_1_12","11:46:00","11:46:00","S01083","9","","0","0",""
"4_1_12","11:50:00","11:50:00","S01084","10","","0","0",""
"4_1_12","11:53:00","11:53:00","S01085","11","","0","0",""
"4_1_12","11:56:00","11:56:00","S01086","12","","0","0",""
"4_1_12","12:02:00","12:02:00","S01925","13","","0","0",""
"4_1_12","12:07:00","12:07:00","S01316","14","","0","0",""
"4_1_13","11:53:00","11:53:00","S01066","1","","0","0",""
"4_1_13","11:57:00","11:57:00","S01067","2","","0","0",""
"4_1_13","12:02:00","12:02:00","S01642","3","","0","0",""
"4_1_13","12:05:00","12:05:00","S01078","4","","0","0",""
"4_1_13","12:07:00","12:07:00","S01079","5","","0","0",""
"4_1_13","12:09:00","12:09:00","S01080","6","","0","0",""
"4_1_13","12:11:00","12:11:00","S01081","7","","0","0",""
"4_1_13","12:14:00","12:14:00","S01082","8","","0","0",""
"4_1_13","12:16:00","12:16:00","S01083","9","","0","0",""
"4_1_13","12:20:00","12:20:00","S01084","10","","0","0",""
"4_1_13","12:23:00","12:23:00","S01085","11","","0","0",""
"4_1_13","12:26:00","12:26:00","S01086","12","","0","0",""
"4_1_13","12:32:00","12:32:00","S01925","13","","0","0",""
"4_1_13","12:37:00","12:37:00","S01316","14","","0","0",""
"4_1_14","12:23:00","12:23:00","S01066","1","","0","0",""
"4_1_14","12:27:00","12:27:00","S01067","2","","0","0",""
"4_1_14","12:32:00","12:32:00","S01642","3","","0","0",""
"4_1_14","12:35:00","12:35:00","S01078","4","","0","0",""
"4_1_14","12:37:00","12:37:00","S01079","5","","0","0",""
"4_1_14","12:39:00","12:39:00","S01080","6","","0","0",""
"4_1_14","12:41:00","12:41:00","S01081","7","","0","0",""
"4_1_14","12:44:00","12:44:00","S01082","8","","0","0",""
"4_1_14","12:46:00","12:46:00","S01083","9","","0","0",""
"4_1_14","12:50:00","12:50:00","S01084","10","","0","0",""
"4_1_14","12:53:00","12:53:00","S01085","11","","0","0",""
"4_1_14","12:56:00","12:56:00","S01086","12","","0","0",""
"4_1_14","13:02:00","13:02:00","S01925","13","","0","0",""
"4_1_14","13:07:00","13:07:00","S01316","14","","0","0",""
"4_1_15","12:53:00","12:53:00","S01066","1","","0","0",""
"4_1_15","12:57:00","12:57:00","S01067","2","","0","0",""
"4_1_15","13:02:00","13:02:00","S01642","3","","0","0",""
"4_1_15","13:05:00","13:05:00","S01078","4","","0","0",""
"4_1_15","13:07:00","13:07:00","S01079","5","","0","0",""
"4_1_15","13:09:00","13:09:00","S01080","6","","0","0",""
"4_1_15","13:11:00","13:11:00","S01081","7","","0","0",""
"4_1_15","13:14:00","13:14:00","S01082","8","","0","0",""
"4_1_15","13:16:00","13:16:00","S01083","9","","0","0",""
"4_1_15","13:20:00","13:20:00","S01084","10","","0","0",""
"4_1_15","13:23:00","13:23:00","S01085","11","","0","0",""
"4_1_15","13:26:00","13:26:00","S01086","12","","0","0",""
"4_1_15","13:32:00","13:32:00","S01925","13","","0","0",""
"4_1_15","13:37:00","13:37:00","S01316","14","","0","0",""
"4_1_16","13:23:00","13:23:00","S01066","1","","0","0",""
"4_1_16","13:27:00","13:27:00","S01067","2","","0","0",""
"4_1_16","13:32:00","13:32:00","S01642","3","","0","0",""
"4_1_16","13:35:00","13:35:00","S01078","4","","0","0",""
"4_1_16","13:37:00","13:37:00","S01079","5","","0","0",""
"4_1_16","13:39:00","13:39:00","S01080","6","","0","0",""
"4_1_16","13:41:00","13:41:00","S01081","7","","0","0",""
"4_1_16","13:44:00","13:44:00","S01082","8","","0","0",""
"4_1_16","13:46:00","13:46:00","S01083","9","","0","0",""
"4_1_16","13:50:00","13:50:00","S01084","10","","0","0",""
"4_1_16","13:53:00","13:53:00","S01085","11","","0","0",""
"4_1_16","13:56:00","13:56:00","S01086","12","","0","0",""
"4_1_16","14:02:00","14:02:00","S01925","13","","0","0",""
"4_1_16","14:07:00","14:07:00","S01316","14","","0","0",""
"4_1_17","13:53:00","13:53:00","S01066","1","","0","0",""
"4_1_17","13:57:00","13:57:00","S01067","2","","0","0",""
"4_1_17","14:02:00","14:02:00","S01642","3","","0","0",""
"4_1_17","14:05:00","14:05:00","S01078","4","","0","0",""
"4_1_17","14:07:00","14:07:00","S01079","5","","0","0",""
"4_1_17","14:09:00","14:09:00","S01080","6","","0","0",""
"4_1_17","14:11:00","14:11:00","S01081","7","","0","0",""
"4_1_17","14:14:00","14:14:00","S01082","8","","0","0",""
"4_1_17","14:16:00","14:16:00","S01083","9","","0","0",""
"4_1_17","14:20:00","14:20:00","S01084","10","","0","0",""
"4_1_17","14:23:00","14:23:00","S01085","11","","0","0",""
"4_1_17","14:26:00","14:26:00","S01086","12","","0","0",""
"4_1_17","14:32:00","14:32:00","S01925","13","","0","0",""
"4_1_17","14:37:00","14:37:00","S01316","14","","0","0",""
"4_1_18","14:23:00","14:23:00","S01066","1","","0","0",""
"4_1_18","14:27:00","14:27:00","S01067","2","","0","0",""
"4_1_18","14:32:00","14:32:00","S01642","3","","0","0",""
"4_1_18","14:35:00","14:35:00","S01078","4","","0","0",""
"4_1_18","14:37:00","14:37:00","S01079","5","","0","0",""
"4_1_18","14:39:00","14:39:00","S01080","6","","0","0",""
"4_1_18","14:41:00","14:41:00","S01081","7","","0","0",""
"4_1_18","14:44:00","14:44:00","S01082","8","","0","0",""
"4_1_18","14:46:00","14:46:00","S01083","9","","0","0",""
"4_1_18","14:50:00","14:50:00","S01084","10","","0","0",""
"4_1_18","14:53:00","14:53:00","S01085","11","","0","0",""
"4_1_18","14:56:00","14:56:00","S01086","12","","0","0",""
"4_1_18","15:02:00","15:02:00","S01925","13","","0","0",""
"4_1_18","15:07:00","15:07:00","S01316","14","","0","0",""
"4_1_19","14:53:00","14:53:00","S01066","1","","0","0",""
"4_1_19","14:57:00","14:57:00","S01067","2","","0","0",""
"4_1_19","15:02:00","15:02:00","S01642","3","","0","0",""
"4_1_19","15:05:00","15:05:00","S01078","4","","0","0",""
"4_1_19","15:07:00","15:07:00","S01079","5","","0","0",""
"4_1_19","15:09:00","15:09:00","S01080","6","","0","0",""
"4_1_19","15:11:00","15:11:00","S01081","7","","0","0",""
"4_1_19","15:14:00","15:14:00","S01082","8","","0","0",""
"4_1_19","15:16:00","15:16:00","S01083","9","","0","0",""
"4_1_19","15:20:00","15:20:00","S01084","10","","0","0",""
"4_1_19","15:23:00","15:23:00","S01085","11","","0","0",""
"4_1_19","15:26:00","15:26:00","S01086","12","","0","0",""
"4_1_19","15:32:00","15:32:00","S01925","13","","0","0",""
"4_1_19","15:37:00","15:37:00","S01316","14","","0","0",""
"4_1_2","06:23:00","06:23:00","S01066","1","","0","0",""
"4_1_2","06:27:00","06:27:00","S01067","2","","0","0",""
"4_1_2","06:32:00","06:32:00","S01642","3","","0","0",""
"4_1_2","06:35:00","06:35:00","S01078","4","","0","0",""
"4_1_2","06:37:00","06:37:00","S01079","5","","0","0",""
"4_1_2","06:39:00","06:39:00","S01080","6","","0","0",""
"4_1_2","06:41:00","06:41:00","S01081","7","","0","0",""
"4_1_2","06:44:00","06:44:00","S01082","8","","0","0",""
"4_1_2","06:46:00","06:46:00","S01083","9","","0","0",""
"4_1_2","06:50:00","06:50:00","S01084","10","","0","0",""
"4_1_2","06:53:00","06:53:00","S01085","11","","0","0",""
"4_1_2","06:56:00","06:56:00","S01086","12","","0","0",""
"4_1_2","07:02:00","07:02:00","S01925","13","","0","0",""
"4_1_2","07:07:00","07:07:00","S01316","14","","0","0",""
"4_1_20","15:23:00","15:23:00","S01066","1","","0","0",""
"4_1_20","15:27:00","15:27:00","S01067","2","","0","0",""
"4_1_20","15:32:00","15:32:00","S01642","3","","0","0",""
"4_1_20","15:35:00","15:35:00","S01078","4","","0","0",""
"4_1_20","15:37:00","15:37:00","S01079","5","","0","0",""
"4_1_20","15:39:00","15:39:00","S01080","6","","0","0",""
"4_1_20","15:41:00","15:41:00","S01081","7","","0","0",""
"4_1_20","15:44:00","15:44:00","S01082","8","","0","0",""
"4_1_20","15:46:00","15:46:00","S01083","9","","0","0",""
"4_1_20","15:50:00","15:50:00","S01084","10","","0","0",""
"4_1_20","15:53:00","15:53:00","S01085","11","","0","0",""
"4_1_20","15:56:00","15:56:00","S01086","12","","0","0",""
"4_1_20","16:02:00","16:02:00","S01925","13","","0","0",""
"4_1_20","16:07:00","16:07:00","S01316","14","","0","0",""
"4_1_21","15:53:00","15:53:00","S01066","1","","0","0",""
"4_1_21","15:57:00","15:57:00","S01067","2","","0","0",""
"4_1_21","16:02:00","16:02:00","S01642","3","","0","0",""
"4_1_21","16:05:00","16:05:00","S01078","4","","0","0",""
"4_1_21","16:07:00","16:07:00","S01079","5","","0","0",""
"4_1_21","16:09:00","16:09:00","S01080","6","","0","0",""
"4_1_21","16:11:00","16:11:00","S01081","7","","0","0",""
"4_1_21","16:14:00","16:14:00","S01082","8","","0","0",""
"4_1_21","16:16:00","16:16:00","S01083","9","","0","0",""
"4_1_21","16:20:00","16:20:00","S01084","10","","0","0",""
"4_1_21","16:23:00","16:23:00","S01085","11","","0","0",""
"4_1_21","16:26:00","16:26:00","S01086","12","","0","0",""
"4_1_21","16:32:00","16:32:00","S01925","13","","0","0",""
"4_1_21","16:37:00","16:37:00","S01316","14","","0","0",""
"4_1_22","16:23:00","16:23:00","S01066","1","","0","0",""
"4_1_22","16:27:00","16:27:00","S01067","2","","0","0",""
"4_1_22","16:32:00","16:32:00","S01642","3","","0","0",""
"4_1_22","16:35:00","16:35:00","S01078","4","","0","0",""
"4_1_22","16:37:00","16:37:00","S01079","5","","0","0",""
"4_1_22","16:39:00","16:39:00","S01080","6","","0","0",""
"4_1_22","16:41:00","16:41:00","S01081","7","","0","0",""
"4_1_22","16:44:00","16:44:00","S01082","8","","0","0",""
"4_1_22","16:46:00","16:46:00","S01083","9","","0","0",""
"4_1_22","16:50:00","16:50:00","S01084","10","","0","0",""
"4_1_22","16:53:00","16:53:00","S01085","11","","0","0",""
"4_1_22","16:56:00","16:56:00","S01086","12","","0","0",""
"4_1_22","17:02:00","17:02:00","S01925","13","","0","0",""
"4_1_22","17:07:00","17:07:00","S01316","14","","0","0",""
"4_1_23","16:53:00","16:53:00","S01066","1","","0","0",""
"4_1_23","16:57:00","16:57:00","S01067","2","","0","0",""
"4_1_23","17:02:00","17:02:00","S01642","3","","0","0",""
"4_1_23","17:05:00","17:05:00","S01078","4","","0","0",""
"4_1_23","17:07:00","17:07:00","S01079","5","","0","0",""
"4_1_23","17:09:00","17:09:00","S01080","6","","0","0",""
"4_1_23","17:11:00","17:11:00","S01081","7","","0","0",""
"4_1_23","17:14:00","17:14:00","S01082","8","","0","0",""
"4_1_23","17:16:00","17:16:00","S01083","9","","0","0",""
"4_1_23","17:20:00","17:20:00","S01084","10","","0","0",""
"4_1_23","17:23:00","17:23:00","S01085","11","","0","0",""
"4_1_23","17:26:00","17:26:00","S01086","12","","0","0",""
"4_1_23","17:32:00","17:32:00","S01925","13","","0","0",""
"4_1_23","17:37:00","17:37:00","S01316","14","","0","0",""
"4_1_24","17:23:00","17:23:00","S01066","1","","0","0",""
"4_1_24","17:27:00","17:27:00","S01067","2","","0","0",""
"4_1_24","17:32:00","17:32:00","S01642","3","","0","0",""
"4_1_24","17:35:00","17:35:00","S01078","4","","0","0",""
"4_1_24","17:37:00","17:37:00","S01079","5","","0","0",""
"4_1_24","17:39:00","17:39:00","S01080","6","","0","0",""
"4_1_24","17:41:00","17:41:00","S01081","7","","0","0",""
"4_1_24","17:44:00","17:44:00","S01082","8","","0","0",""
"4_1_24","17:46:00","17:46:00","S01083","9","","0","0",""
"4_1_24","17:50:00","17:50:00","S01084","10","","0","0",""
"4_1_24","17:53:00","17:53:00","S01085","11","","0","0",""
"4_1_24","17:56:00","17:56:00","S01086","12","","0","0",""
"4_1_24","18:02:00","18:02:00","S01925","13","","0","0",""
"4_1_24","18:07:00","18:07:00","S01316","14","","0","0",""
"4_1_25","17:53:00","17:53:00","S01066","1","","0","0",""
"4_1_25","17:57:00","17:57:00","S01067","2","","0","0",""
"4_1_25","18:02:00","18:02:00","S01642","3","","0","0",""
"4_1_25","18:05:00","18:05:00","S01078","4","","0","0",""
"4_1_25","18:07:00","18:07:00","S01079","5","","0","0",""
"4_1_25","18:09:00","18:09:00","S01080","6","","0","0",""
"4_1_25","18:11:00","18:11:00","S01081","7","","0","0",""
"4_1_25","18:14:00","18:14:00","S01082","8","","0","0",""
"4_1_25","18:16:00","18:16:00","S01083","9","","0","0",""
"4_1_25","18:20:00","18:20:00","S01084","10","","0","0",""
"4_1_25","18:23:00","18:23:00","S01085","11","","0","0",""
"4_1_25","18:26:00","18:26:00","S01086","12","","0","0",""
"4_1_25","18:32:00","18:32:00","S01925","13","","0","0",""
"4_1_25","18:37:00","18:37:00","S01316","14","","0","0",""
"4_1_26","18:23:00","18:23:00","S01066","1","","0","0",""
"4_1_26","18:27:00","18:27:00","S01067","2","","0","0",""
"4_1_26","18:32:00","18:32:00","S01642","3","","0","0",""
"4_1_26","18:35:00","18:35:00","S01078","4","","0","0",""
"4_1_26","18:37:00","18:37:00","S01079","5","","0","0",""
"4_1_26","18:39:00","18:39:00","S01080","6","","0","0",""
"4_1_26","18:41:00","18:41:00","S01081","7","","0","0",""
"4_1_26","18:44:00","18:44:00","S01082","8","","0","0",""
"4_1_26","18:46:00","18:46:00","S01083","9","","0","0",""
"4_1_26","18:50:00","18:50:00","S01084","10","","0","0",""
"4_1_26","18:53:00","18:53:00","S01085","11","","0","0",""
"4_1_26","18:56:00","18:56:00","S01086","12","","0","0",""
"4_1_26","19:02:00","19:02:00","S01925","13","","0","0",""
"4_1_26","19:07:00","19:07:00","S01316","14","","0","0",""
"4_1_27","18:53:00","18:53:00","S01066","1","","0","0",""
"4_1_27","18:57:00","18:57:00","S01067","2","","0","0",""
"4_1_27","19:02:00","19:02:00","S01642","3","","0","0",""
"4_1_27","19:05:00","19:05:00","S01078","4","","0","0",""
"4_1_27","19:07:00","19:07:00","S01079","5","","0","0",""
"4_1_27","19:09:00","19:09:00","S01080","6","","0","0",""
"4_1_27","19:11:00","19:11:00","S01081","7","","0","0",""
"4_1_27","19:14:00","19:14:00","S01082","8","","0","0",""
"4_1_27","19:16:00","19:16:00","S01083","9","","0","0",""
"4_1_27","19:20:00","19:20:00","S01084","10","","0","0",""
"4_1_27","19:23:00","19:23:00","S01085","11","","0","0",""
"4_1_27","19:26:00","19:26:00","S01086","12","","0","0",""
"4_1_27","19:32:00","19:32:00","S01925","13","","0","0",""
"4_1_27","19:37:00","19:37:00","S01316","14","","0","0",""
"4_1_28","19:23:00","19:23:00","S01066","1","","0","0",""
"4_1_28","19:27:00","19:27:00","S01067","2","","0","0",""
"4_1_28","19:32:00","19:32:00","S01642","3","","0","0",""
"4_1_28","19:35:00","19:35:00","S01078","4","","0","0",""
"4_1_28","19:37:00","19:37:00","S01079","5","","0","0",""
"4_1_28","19:39:00","19:39:00","S01080","6","","0","0",""
"4_1_28","19:41:00","19:41:00","S01081","7","","0","0",""
"4_1_28","19:44:00","19:44:00","S01082","8","","0","0",""
"4_1_28","19:46:00","19:46:00","S01083","9","","0","0",""
"4_1_28","19:50:00","19:50:00","S01084","10","","0","0",""
"4_1_28","19:53:00","19:53:00","S01085","11","","0","0",""
"4_1_28","19:56:00","19:56:00","S01086","12","","0","0",""
"4_1_28","20:02:00","20:02:00","S01925","13","","0","0",""
